D:\Mr Tuan white\Tuan\CONG TRINH\An Giang\Cau Long Binh\TKKT\Ho so xuat\2010-09\30080 & 30090_Bo tri dau mo A1, A2-cau Kenh-new2.dwg,Dau mo cau Kenh so 2,11/17/2010 3:46:56 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\02. Binh Phu 1 Bridge\Drainage-Lighting-Median strip_BP1.dwg,Camau,2/24/2011 1:34:15 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\02. Binh Phu 1 Bridge\Earthwork Slope Protection of Abut_BP1_lan 2.dwg,Layout1,2/24/2011 1:35:13 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\02. Binh Phu 1 Bridge\Earthwork Slope Protection of Abut_BP1_lan 2.dwg,Layout1,2/24/2011 1:35:25 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\02. Binh Phu 1 Bridge\Earthwork Slope Protection of Abut_BP1_lan 2.dwg,Layout1,2/24/2011 1:35:42 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\03. Binh Phu 2 Bridge\Expansion Joint 8cm.dwg,BP 2,2/24/2011 1:36:45 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\03. Binh Phu 2 Bridge\Transition Slab_BP2.dwg,Binh phu 2,2/24/2011 1:46:23 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\03. Binh Phu 2 Bridge\Detail of Parapet_BP2.dwg,Binh Phu 2,2/24/2011 1:47:04 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\03. Binh Phu 2 Bridge\Drainage-Lighting-Median strip_BP2.dwg,Binh Phu 2,2/24/2011 1:48:46 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\03. Binh Phu 2 Bridge\Drainage-Lighting-Median strip_BP2.dwg,Binh Phu 2,2/24/2011 1:49:12 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\03. Binh Phu 2 Bridge\Earthwork Slope Protection of Abut_BP2.dwg,Layout1,2/24/2011 1:52:22 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\03. Binh Phu 2 Bridge\Earthwork Slope Protection of Abut_BP2.dwg,Layout1,2/24/2011 1:52:34 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\02. Binh Phu 1 Bridge\Transition Slab_BP1.dwg,Binh phu 1 + Kenh moi,2/24/2011 1:59:29 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\02. Binh Phu 1 Bridge\Drainage-Lighting-Median strip_BP1.dwg,Camau,2/24/2011 2:20:00 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\02. Binh Phu 1 Bridge\Drainage-Lighting-Median strip_BP1.dwg,Camau,2/24/2011 2:20:14 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\03. Binh Phu 2 Bridge\Drainage-Lighting-Median strip_BP2.dwg,Binh Phu 2,2/24/2011 2:22:18 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\000. Gom file hoan chinh\03. Binh Phu 2 Bridge\Drainage-Lighting-Median strip_BP2.dwg,Binh Phu 2,2/24/2011 2:22:51 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\00. Nau thuc hien\07. 3 cau moi\CAU 1_gan Kenh Moi 1.dwg,BTC1-2,2/28/2011 4:04:45 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\00. Nau thuc hien\07. 3 cau moi\CAU 1_gan Kenh Moi 1.dwg,BTC1-2,2/28/2011 4:06:24 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\00. Nau thuc hien\07. 3 cau moi\CAU 2_gan Kenh Moi 2.dwg,BTC1-2,2/28/2011 4:06:51 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\00. Nau thuc hien\07. 3 cau moi\CAU 2_gan Kenh Moi 2.dwg,BTC1-2,2/28/2011 4:07:47 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\00. Nau thuc hien\07. 3 cau moi\CAU 3.dwg,BTC1-2,2/28/2011 4:08:08 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\00. Nau thuc hien\07. 3 cau moi\CAU 3.dwg,BTC1-2,2/28/2011 4:08:21 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\00. Nau thuc hien\05. The Fence\05.The Fence.dwg,OP2,3/15/2011 2:52:52 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.02961,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\03. Package 5,6\00. Nau thuc hien\05. The Fence\05.The Fence.dwg,OP2,3/15/2011 3:23:36 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.02961,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\02. My Thien Bridge\Drainage-Lighting-Median strip.dwg,Camau,4/18/2011 9:00:34 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.03,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\02. My Thien Bridge\Drainage-Lighting-Median strip.dwg,Camau,4/18/2011 9:01:26 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.03,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\02. My Thien Bridge\Drainage-Lighting-Median strip.dwg,Camau,4/18/2011 9:01:51 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.03,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\03. Ba Nam Bridge\Expansion Joint 5cm.dwg,Ba Nam,4/18/2011 9:06:44 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1.03,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\04. Ong Hung Bridge\Drainage-Lighting-Median strip.dwg,Camau,1/4/2002 8:57:58 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\04. Ong Hung Bridge\Drainage-Lighting-Median strip.dwg,Camau,1/4/2002 8:58:19 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\04. Ong Hung Bridge\Drainage-Lighting-Median strip.dwg,Camau,1/4/2002 8:58:37 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\05. My Duc Tay Bridge\Expansion Joint 5cm_70.dwg,My Duc Tay,1/4/2002 9:02:11 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\05. My Duc Tay Bridge\Transition Slab_70.dwg,My Duc Tay,1/4/2002 9:02:56 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\05. My Duc Tay Bridge\Detail of Parapet.dwg,Binh Phu 1,1/4/2002 9:04:02 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\05. My Duc Tay Bridge\Drainage-Lighting-Median strip_recover.dwg,Camau,1/4/2002 9:06:13 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\05. My Duc Tay Bridge\Drainage-Lighting-Median strip_recover.dwg,Camau,1/4/2002 9:06:33 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\05. My Duc Tay Bridge\Drainage-Lighting-Median strip_recover.dwg,Camau,1/4/2002 9:06:49 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\05. My Duc Tay Bridge\Earthwork Slope Protection of Abut _ MDT.dwg,Layout1,1/4/2002 9:07:35 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\05. My Duc Tay Bridge\Earthwork Slope Protection of Abut _ MDT.dwg,Layout1,1/4/2002 9:07:54 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\05. My Duc Tay Bridge\Signal of waterway 1.dwg,Layout1,1/4/2002 9:19:10 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\05. My Duc Tay Bridge\Signal of waterway 2.dwg,BTC1-2,1/4/2002 9:19:49 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\06. Rach Mieu Bridge\Expansion Joint 5cm_70.dwg,My Duc Tay,1/4/2002 9:42:59 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\06. Rach Mieu Bridge\Transition Slab_70.dwg,RACH MIEU,1/4/2002 9:44:04 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\06. Rach Mieu Bridge\Detail of Parapet.dwg,Binh Phu 1,1/4/2002 9:47:36 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\06. Rach Mieu Bridge\Drainage-Lighting-Median strip.dwg,Camau,1/4/2002 9:48:24 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\06. Rach Mieu Bridge\Drainage-Lighting-Median strip.dwg,Camau,1/4/2002 9:48:41 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\06. Rach Mieu Bridge\Drainage-Lighting-Median strip.dwg,Camau,1/4/2002 9:48:52 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\06. Rach Mieu Bridge\Earthwork Slope Protection of Abut _ RM.dwg,Layout1,1/4/2002 9:49:33 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\06. Rach Mieu Bridge\Earthwork Slope Protection of Abut _ RM.dwg,Layout1,1/4/2002 9:49:45 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\06. Rach Mieu Bridge\Signal of waterway 1.dwg,Layout1,1/4/2002 9:52:43 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\06. Rach Mieu Bridge\Signal of waterway 2.dwg,BTC1-2,1/4/2002 9:53:13 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\07. Bau Giai 1 Bridge\Expansion Joint 5cm.dwg,Ba Nam,1/4/2002 9:55:55 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\07. Bau Giai 1 Bridge\Transition Slab_90.dwg,Ba Nam,1/4/2002 9:57:26 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\07. Bau Giai 1 Bridge\Detail of Parapet.dwg,Binh Phu 1,1/4/2002 9:57:50 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\07. Bau Giai 1 Bridge\Drainage-Lighting-Median strip.dwg,Camau,1/4/2002 9:58:15 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\07. Bau Giai 1 Bridge\Drainage-Lighting-Median strip.dwg,Camau,1/4/2002 9:58:33 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\07. Bau Giai 1 Bridge\Drainage-Lighting-Median strip.dwg,Camau,1/4/2002 9:58:46 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\07. Bau Giai 1 Bridge\Earthwork Slope Protection of Abut _ BG.dwg,Layout1,1/4/2002 9:59:23 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\07. Bau Giai 1 Bridge\Earthwork Slope Protection of Abut _ BG.dwg,Layout1,1/4/2002 9:59:37 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\07. Bau Giai 1 Bridge\Signal of waterway 1.dwg,Layout1,1/4/2002 10:00:11 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\07. Bau Giai 1 Bridge\Signal of waterway 2.dwg,BTC1-2,1/4/2002 10:00:36 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\08. Rach Son Bridge\Expansion Joint 5cm_70.dwg,My Duc Tay,1/4/2002 10:01:35 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\08. Rach Son Bridge\Transition Slab_70.dwg,RACH SON,1/4/2002 10:03:35 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\08. Rach Son Bridge\Detail of Parapet.dwg,Binh Phu 1,1/4/2002 10:04:01 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\08. Rach Son Bridge\Drainage-Lighting-Median strip.dwg,Camau,1/4/2002 10:04:51 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\08. Rach Son Bridge\Drainage-Lighting-Median strip.dwg,Camau,1/4/2002 10:05:13 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\08. Rach Son Bridge\Drainage-Lighting-Median strip.dwg,Camau,1/4/2002 10:05:25 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\08. Rach Son Bridge\Earthwork Slope Protection of Abut _ RS.dwg,Layout1,1/4/2002 10:10:49 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\08. Rach Son Bridge\Earthwork Slope Protection of Abut _ RS.dwg,Layout1,1/4/2002 10:11:22 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\08. Rach Son Bridge\Earthwork Slope Protection of Abut _ RS.dwg,Layout1,1/4/2002 10:11:36 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\09. Rach Giong Bridge\Expansion Joint 5cm.dwg,Ba Nam,1/4/2002 10:12:07 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\09. Rach Giong Bridge\Transition Slab_90.dwg,Ba Nam,1/4/2002 10:12:29 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\09. Rach Giong Bridge\Detail of Parapet.dwg,Binh Phu 1,1/4/2002 10:12:49 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\09. Rach Giong Bridge\Drainage-Lighting-Median strip.dwg,Camau,1/4/2002 10:13:24 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\09. Rach Giong Bridge\Drainage-Lighting-Median strip.dwg,Camau,1/4/2002 10:13:38 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\09. Rach Giong Bridge\Drainage-Lighting-Median strip.dwg,Camau,1/4/2002 10:13:54 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\09. Rach Giong Bridge\Earthwork Slope Protection of Abut _ RG.dwg,Layout1,1/4/2002 10:14:46 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\00. TL_MT Expressway\04. Package 8,9,10,11,12\00. Nau thuc Hien\09. Rach Giong Bridge\Earthwork Slope Protection of Abut _ RG.dwg,Layout1,1/4/2002 10:15:00 PM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\01. MR BROWN\01. Work\96. Linh tinh\MCN 050511\MCN_kien giang.dwg,Layout1,1/12/2002 3:06:37 AM,Admin,HP LaserJet 5100 PCL 6,A3,1:1,
D:\Tuan anh\Project\15-Tien Giang province\Cao toc trung luong my thuan\04 - Package 8,9,10,11,12\1 - Mainbridge\02. My Thien Bridge\Plan of My Thien.dwg,Layout1,9/5/2011 9:40:17 AM,Le Tuan Anh,mayinphong2,A3,1:1,
D:\Tuan anh\Project\ 0 - Kien Giang\Cau trung tam\BINH DO PA1.dwg,Model,13/5/2011 9:00:18 AM,Le Tuan Anh,may in phong 1,A3,1:1.60456,
D:\Tuan anh\Project\ 0 - Kien Giang\Cau trung tam\bao cao\BTC cau.dwg,PA2-1,13/5/2011 11:09:21 AM,Le Tuan Anh,HP Designjet T1100ps 44in HPGL2.pc3,Custom2 (landscape),1:1,
D:\Tuan anh\Project\ 0 - Kien Giang\Cau trung tam\bao cao\BTC cau.dwg,PA1-1,13/5/2011 11:09:45 AM,Le Tuan Anh,HP Designjet T1100ps 44in HPGL2.pc3,Custom2 (landscape),1:1,
D:\Tuan anh\Project\ 0 - Kien Giang\Cau trung tam\bao cao\BTC cau.dwg,PA1-2,13/5/2011 11:10:11 AM,Le Tuan Anh,mayinphong2,A3,1:1,
D:\Tuan anh\Project\ 0 - Kien Giang\Cau trung tam\bao cao\BTC cau.dwg,PA1-2,13/5/2011 11:10:25 AM,Le Tuan Anh,may in phong 1,A3,1:1,
D:\Tuan anh\Project\ 0 - Kien Giang\Cau trung tam\bao cao\BTC cau.dwg,PA1-2,13/5/2011 11:10:39 AM,Le Tuan Anh,may in phong 1,A3,1:1,
D:\Tuan anh\Project\ 0 - Kien Giang\Cau trung tam\bao cao\BTC cau.dwg,PA2-2,13/5/2011 11:10:51 AM,Le Tuan Anh,may in phong 1,A3,1:1,
D:\Tuan anh\Project\ 0 - Kien Giang\Cau trung tam\bao cao\BTC cau BAO CAO.dwg,PA1-1,13/5/2011 2:05:10 PM,Le Tuan Anh,HP Designjet T1100ps 44in HPGL2.pc3,Custom3,1:1,
D:\Tuan anh\Project\ 0 - Kien Giang\Cau trung tam\bao cao\BTC cau BAO CAO.dwg,PA1-1,13/5/2011 2:18:04 PM,Le Tuan Anh,HP Designjet T1100ps 44in HPGL2.pc3,Custom3,1:1,
D:\Tuan anh\Project\ 0 - Kien Giang\Cau trung tam\bao cao\BTC cau BAO CAO.dwg,PA1-1,13/5/2011 3:07:15 PM,Le Tuan Anh,HP Designjet T1100ps 44in HPGL2.pc3,Custom3,1:1,
